Bankleitzahl;Bezeichnung;PLZ;Ort;Kurzbezeichnung;PAN;BIC
26341072;Commerzbank;37412;Herzberg am Harz;Commerzbank Herzberg Harz;24261;COBADEFFXXX
26350001;Stadtsparkasse Osterode;37507;Osterode am Harz;St Spk Osterode;52606;NOLADE21OHA
26351015;Sparkasse Osterode am Harz;37520;Osterode am Harz;Sparkasse Osterode am Harz;52607;NOLADE21HZB
26351445;Stadtsparkasse Bad Sachsa;37438;Bad Sachsa;St Spk Bad Sachsa;52608;NOLADE21SAC
26500000;Bundesbank;49018;Osnabrück;BBk Osnabrück;20265;MARKDEF1265
26520017;Oldenburgische Landesbank AG;49023;Osnabrück;Oldb Landesbank Osnabrück;25431;OLBODEH2XXX
26521703;Oldenburgische Landesbank AG;49552;Bramsche;Oldb Landesbank Bramsche;25432;OLBODEH2XXX
26522319;Oldenburgische Landesbank AG;49603;Quakenbrück;Oldb Landesbank Quakenbrück;25433;OLBODEH2XXX
26540070;Commerzbank;49005;Osnabrück;Commerzbank Osnabrück;24240;COBADEFFXXX
26550105;Sparkasse Osnabrück;49018;Osnabrück;Sparkasse Osnabrück;52610;NOLADE22XXX
26551540;Kreissparkasse Bersenbrück;49587;Bersenbrück;Kr Spk Bersenbrück;52611;NOLADE21BEB
26552286;Kreissparkasse Melle;49304;Melle;Kreissparkasse Melle;52612;NOLADE21MEL
26560625;apoBank;49093;Osnabrück;apoBank Osnabrück;62027;DAAEDED1025
26562490;Volksbank Bad Laer-Borgloh-Hilter-Melle;49176;Hilter am Teutoburger Wald;VB Laer-Borgl-Hilter-Melle;62129;GENODEF1HTR
26563960;Volksbank Bramgau-Wittlage;49554;Bramsche;VB Bramgau-Wittlage;62182;GENODEF1WHO
26565928;Volksbank GMHütte-Hagen-Bissendorf;49124;Georgsmarienhütte;VB GMHütte-Hagen-Bissendorf;62211;GENODEF1HGM
26567943;VR-Bank Osnabrücker Nordland;49584;Fürstenau;VR-Bank Osnabrücker Nordl.;62595;GENODEF1NOP
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49006;Osnabrück;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB265
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49180;Bad Iburg;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB921
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49551;Bramsche;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB922
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49109;Georgsmarienhütte;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB923
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49512;Lengerich;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB924
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49303;Melle;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB266
26570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49601;Quakenbrück;DB PFK (Deutsche Bank PGK);21690;DEUTDEDB925
26570090;Deutsche Bank;49006;Osnabrück;Deutsche Bank Osnabrück;27690;DEUTDE3B265
26570090;Deutsche Bank;49109;Georgsmarienhütte;Deutsche Bank Georgsmarienh;27690;DEUTDE3B270
26570090;Deutsche Bank;49551;Bramsche;Deutsche Bank Bramsche Hase;27690;DEUTDE3B269
26570090;Deutsche Bank;49180;Bad Iburg;Deutsche Bank Bad Iburg;27690;DEUTDE3B268
26570090;Deutsche Bank;49512;Lengerich;Deutsche Bank Lengerich Wes;27690;DEUTDE3B271
26570090;Deutsche Bank;49303;Melle;Deutsche Bank Melle;27690;DEUTDE3B266
26570090;Deutsche Bank;49601;Quakenbrück;Deutsche Bank Quakenbrück;27690;DEUTDE3B272
26580070;Commerzbank vormals Dresdner Bank;49007;Osnabrück;Commerzbank Osnabrück;28265;DRESDEFF265
26589210;Commerzbank vormals Dresdner Bank ITGK;49007;Osnabrück;Commerzbk ITGK Osnabrück;;DRESDEFFI10
26590025;Volksbank Osnabrück;49074;Osnabrück;Volksbank Osnabrück;92018;GENODEF1OSV
26620010;Oldenburgische Landesbank AG;49789;Lingen (Ems);Oldb Landesbank Lingen;25434;OLBODEH2XXX
26621413;Oldenburgische Landesbank AG;49706;Meppen;Oldb Landesbank Meppen;25435;OLBODEH2XXX
26640049;Commerzbank;49783;Lingen (Ems);Commerzbank Lingen Ems;24243;COBADEFFXXX
26650001;Sparkasse Emsland;49704;Meppen;Spk Emsland;52613;NOLADE21EMS
26660060;Volksbank Lingen;49791;Lingen (Ems);Volksbank Lingen;62009;GENODEF1LIG
26661380;Volksbank Haselünne;49734;Haselünne;Volksbank Haselünne;62052;GENODEF1HLN
26661494;Emsländische Volksbank Meppen;49716;Meppen;Emsländische VB Meppen;62066;GENODEF1MEP
26662932;Volksbank;49838;Lengerich;Volksbank Lengerich;62516;GENODEF1LEN
26691213;Volksbank Haren Fil d Ostfriesischen VB;49725;Haren (Ems);Volksbank Haren;92077;GENODEF1HAR
26720028;Oldenburgische Landesbank AG;48510;Nordhorn;Oldb Landesbank Nordhorn;25436;OLBODEH2XXX
26740044;Commerzbank;48502;Nordhorn;Commerzbank Nordhorn;24245;COBADEFFXXX
26750001;Kreissparkasse Grafschaft Bentheim zu Nordhorn;48522;Nordhorn;Kr Spk Nordhorn;52615;NOLADE21NOH
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);48503;Nordhorn;DB PFK (Deutsche Bank PGK);21693;DEUTDEDB267
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49783;Lingen (Ems);DB PFK (Deutsche Bank PGK);21693;DEUTDEDB926
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);49703;Meppen;DB PFK (Deutsche Bank PGK);21693;DEUTDEDB927
26770024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);48456;Schüttorf;DB PFK (Deutsche Bank PGK);21693;DEUTDEDB928
26770095;Deutsche Bank;48503;Nordhorn;Deutsche Bank Nordhorn;27693;DEUTDE3B267
26770095;Deutsche Bank;49703;Meppen;Deutsche Bank Meppen;27693;DEUTDE3B274
26770095;Deutsche Bank;49783;Lingen (Ems);Deutsche Bank Lingen Ems;27693;DEUTDE3B273
26770095;Deutsche Bank;48456;Schüttorf;Deutsche Bank Schüttorf;27693;DEUTDE3B275
26840032;Commerzbank;38640;Goslar;Commerzbank Goslar;24271;COBADEFFXXX
26870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38640;Goslar;DB PFK (Deutsche Bank PGK);21632;DEUTDEDB268
26870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38668;Clausthal-Zellerfeld;DB PFK (Deutsche Bank PGK);21632;DEUTDEDB929
26870024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38712;Seesen;DB PFK (Deutsche Bank PGK);21632;DEUTDEDB934
26870032;Deutsche Bank;38640;Goslar;Deutsche Bank Goslar;27632;DEUTDE2H268
26870032;Deutsche Bank;38668;Clausthal-Zellerfeld;Deutsche Bank Clausthal-Zel;27632;DEUTDE2H280
26870032;Deutsche Bank;38712;Seesen;Deutsche Bank Seesen;27632;DEUTDE2H285
26880063;Commerzbank vormals Dresdner Bank;38640;Goslar;Commerzbank Goslar;28268;DRESDEFF268
26890019;Volksbank Nordharz;38640;Goslar;Volksbank Nordharz;92013;GENODEF1VNH
26891484;Volksbank im Harz;37504;Osterode am Harz;Volksbank im Harz;92099;GENODEF1OHA
26941053;Commerzbank Wolfsburg;38440;Wolfsburg;Commerzbank Wolfsburg;24274;COBADEFFXXX
26951311;Sparkasse Celle-Gifhorn-Wolfsburg;38518;Gifhorn;Spk Celle-Gifhorn-Wolfsburg;52621;NOLADE21GFW
26971024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38402;Wolfsburg;DB PFK (Deutsche Bank PGK);21638;DEUTDEDB269
26971038;Deutsche Bank;38402;Wolfsburg;Deutsche Bank Wolfsburg;27638;DEUTDE2H269
26981062;Commerzbank vormals Dresdner Bank;38402;Wolfsburg;Commerzbank Wolfsburg;28269;DRESDEFF269
26989221;Commerzbank vormals Dresdner Bank ITGK;38402;Wolfsburg;Commerzbk ITGK Wolfsburg;;DRESDEFFI11
26991066;Volksbank Braunschweig Wolfsburg;38440;Wolfsburg;Volksbank Brawo;92072;GENODEF1WOB
27010200;BNP Paribas Ndl. Deutschland former VON ESSEN Bank;80336;München;BNP Paribas Ndl. Dt.;26038;VONEDE33BRA
27020000;Volkswagen Bank;38112;Braunschweig;Volkswagen Bank Braunschwg;25680;VOWADE2BXXX
27020001;Audi Bank Zndl d Volkswagen Bank;38112;Braunschweig;Audi Bank Braunschweig;29103;AUDFDE21XXX
27020003;Skoda Bank;38093;Braunschweig;Skoda Bank;;SKODDE21XXX
27020004;AutoEuropa Bank;38112;Braunschweig;AutoEuropa Bank;;ECBKDE21XXX
27020800;Seat Bank Zndl d Volkswagen Bank;38093;Braunschweig;Seat Bank Braunschweig;;SEATDE21XXX
27032500;Bankhaus C. L. Seeliger;38300;Wolfenbüttel;Seeligerbank Wolfenbüttel;26335;BCLSDE21XXX
27040080;Commerzbank;38022;Braunschweig;Commerzbank Braunschweig;24270;COBADEFFXXX
27062290;Volksbank Börßum-Hornburg;38312;Börßum;Volksbank Börßum-Hornburg;62114;GENODEF1BOH
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38022;Braunschweig;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB270
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37424;Bad Lauterberg im Harz;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB278
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38502;Gifhorn;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB271
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37401;Herzberg am Harz;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB930
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37501;Osterode am Harz;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB274
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38667;Bad Harzburg;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB272
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);37437;Bad Sachsa;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB279
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38335;Helmstedt;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB273
27070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);31202;Peine;DB PFK (Deutsche Bank PGK);21630;DEUTDEDB275
27070030;Deutsche Bank;38022;Braunschweig;Deutsche Bank Braunschweig;27630;DEUTDE2H270
27070031;Deutsche Bank;38502;Gifhorn;Deutsche Bank Gifhorn;27071;DEUTDE2H271
27070034;Deutsche Bank;37501;Osterode am Harz;Deutsche Bank Osterode Harz;27072;DEUTDE2H274
27070034;Deutsche Bank;37401;Herzberg am Harz;Deutsche Bank Herzberg Harz;27072;DEUTDE2H281
27070034;Deutsche Bank;37424;Bad Lauterberg im Harz;Deutsche Bank Bad Lauterber;27072;DEUTDE2H278
27070041;Deutsche Bank;37437;Bad Sachsa;Deutsche Bank Bad Sachsa;27076;DEUTDE2H279
27070042;Deutsche Bank;38667;Bad Harzburg;Deutsche Bank Bad Harzburg;27073;DEUTDE2H272
27070043;Deutsche Bank;38335;Helmstedt;Deutsche Bank Helmstedt;27074;DEUTDE2H273
27070079;Deutsche Bank;31202;Peine;Deutsche Bank Peine;27075;DEUTDE2H275
27072524;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38282;Wolfenbüttel;DB PFK (Deutsche Bank PGK);21637;DEUTDEDB277
27072537;Deutsche Bank;38282;Wolfenbüttel;Deutsche Bank Wolfenbüttel;27637;DEUTDE2H277
27072724;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);38242;Salzgitter;DB PFK (Deutsche Bank PGK);21635;DEUTDEDB276
27072736;Deutsche Bank;38242;Salzgitter;Deutsche Bank Salzgitter;27635;DEUTDE2H276
27080060;Commerzbank vormals Dresdner Bank;38007;Braunschweig;Commerzbank Braunschweig;28270;DRESDEFF270
27089221;Commerzbank vormals Dresdner Bank ITGK;38007;Braunschweig;Commerzbk ITGK Braunschwg;;DRESDEFFI12
27090618;apoBank;38007;Braunschweig;apoBank Braunschweig;92053;DAAEDED1018
27090900;PSD Bank;38030;Braunschweig;PSD Bank Braunschweig;92161;GENODEF1P02
27092555;Volksbank;38300;Wolfenbüttel;Volksbank;92143;GENODEF1WFV
27131300;Bankhaus Rautenschlein;38364;Schöningen;Rautenschlein Schöningen;26295;GENODEF1RTS
27240004;Commerzbank;37591;Holzminden;Commerzbank Holzminden;24262;COBADEFFXXX
27893359;Volksbank Braunlage;38700;Braunlage;Volksbank Braunlage;92153;GENODEF1BLG
27893760;Volksbank;38723;Seesen;Volksbank Seesen;92156;GENODEF1SES
28000000;Bundesbank;26016;Oldenburg;BBk Oldenburg;20280;MARKDEF1280
28020050;Oldenburgische Landesbank AG;26016;Oldenburg;Oldb Landesbank Oldenburg;25437;OLBODEH2XXX
28021002;Oldenburgische Landesbank AG;26913;Brake (Unterweser);Oldb Landesbank Brake;25438;OLBODEH2XXX
28021301;Oldenburgische Landesbank AG;26149;Bad Zwischenahn;Oldb Ldbank Bad Zwischenahn;25439;OLBODEH2XXX
28021504;Oldenburgische Landesbank AG;49643;Cloppenburg;Oldb Landesbank Cloppenburg;25440;OLBODEH2XXX
28021623;Oldenburgische Landesbank AG;49396;Damme;Oldb Landesbank Damme;25441;OLBODEH2XXX
28021705;Oldenburgische Landesbank AG;27735;Delmenhorst;Oldb Landesbank Delmenhorst;25443;OLBODEH2XXX
28021906;Oldenburgische Landesbank AG;26925;Elsfleth;Oldb Landesbank Elsfleth;25444;OLBODEH2XXX
28022015;Oldenburgische Landesbank AG;26944;Nordenham;Oldb Landesbank Nordenham;25445;OLBODEH2XXX
28022412;Oldenburgische Landesbank AG;49619;Löningen;Oldb Landesbank Löningen;25446;OLBODEH2XXX
28022511;Oldenburgische Landesbank AG;49382;Lohne (Oldenburg);Oldb Landesbank Lohne;25447;OLBODEH2XXX
28022620;Oldenburgische Landesbank AG;26171;Rastede;Oldb Landesbank Rastede;25448;OLBODEH2XXX
28022822;Oldenburgische Landesbank AG;49363;Vechta;Oldb Landesbank Vechta;25449;OLBODEH2XXX
28023224;Oldenburgische Landesbank AG;26644;Westerstede;Oldb Landesbank Westerstede;25450;OLBODEH2XXX
28023325;Oldenburgische Landesbank AG;27782;Wildeshausen;Oldb Ldbank Wildeshausen;25451;OLBODEH2XXX
28030300;Oldenburgische Landesbank (vormals W. Fortmann & Söhne);26122;Oldenburg;OLB, Oldenburg;26410;FORTDEH4XXX
28040046;Commerzbank;26016;Oldenburg;Commerzbank Oldenburg;24280;COBADEFFXXX
28042865;Commerzbank;49360;Vechta;Commerzbank Vechta;24246;COBADEFFXXX
28050100;Landessparkasse zu Oldenburg;26016;Oldenburg;Landessparkasse Oldenburg;52801;SLZODE22XXX
28060228;Raiffeisenbank Oldenburg;26016;Oldenburg;Raiffbk Oldenburg;62020;GENODEF1OL2
28061410;Raiffeisenbank Wesermarsch-Süd;26913;Brake (Unterweser);Raiffbk Wesermarsch-Süd;62059;GENODEF1BRN
28061501;VR-Bank in Südoldenburg;49681;Garrel;VR-Bank Südoldenburg Garrel;62068;GENODEF1CLP
28061679;Volksbank Dammer Berge;49396;Damme;Volksbank Dammer Berge;62079;GENODEF1DAM
28061822;Volksbank Oldenburg;26016;Oldenburg;Volksbank Oldenburg;62090;GENODEF1EDE
28062165;Raiffeisenbank Rastede;26170;Rastede;Raiffeisenbank Rastede;62108;GENODEF1RSE
28062249;Vereinigte Volksbank;27795;Hude;Vereinigte Volksbank;62112;GENODEF1HUD
28062299;Vereinigte Volksbank GAA;27798;Hude;Vereinigte Volksbank GAA;;GENODEF1HUD
28062560;Volksbank Lohne-Mühlen;49379;Lohne (Oldenburg);Volksbank Lohne-Mühlen;62133;GENODEF1LON
28062913;Volksbank Bösel;26216;Bösel;Volksbank Bösel;62598;GENODEF1BSL
28063253;Volksbank Westerstede;26645;Westerstede;Volksbank Westerstede;62162;GENODEF1WRE
28063526;Volksbank Essen-Cappeln;49692;Cappeln (Oldenburg);VB Essen-Cappeln;62169;GENODEF1ESO
28063607;Volksbank Bakum;49454;Bakum;Volksbank Bakum;62600;GENODEF1BAM
28064179;Volksbank Vechta;49364;Vechta;Volksbank Vechta;62185;GENODEF1VEC
28064241;Raiffeisen-Volksbank Varel-Nordenham;26945;Nordenham;Raiff-VB Varel-Nordenham;62186;GENODEF1NHE
28065061;Volksbank Löningen;49619;Löningen;Volksbank Löningen;62200;GENODEF1LOG
28065108;VR-Bank Dinklage-Steinfeld;49407;Dinklage;VR-Bank Dinklage-Steinfeld;62202;GENODEF1DIK
28065286;Raiffeisenbank Scharrel;26683;Saterland;Raiffeisenbank Scharrel;62203;GENODEF1SAN
28066103;Volksbank Visbek;49425;Visbek;Volksbank Visbek;62214;GENODEF1VIS
28066214;Volksbank Wildeshauser Geest;27793;Wildeshausen;VB Wildeshauser Geest;62545;GENODEF1WDH
28066620;Spar- und Darlehnskasse Friesoythe;26169;Friesoythe;Spar-u Darlehnskasse;62562;GENODEF1FOY
28067068;Volksbank Neuenkirchen-Vörden;49431;Neuenkirchen-Vörden;VB Neuenkirchen-Vörden;62221;GENODEF1NEO
28067170;Volksbank Delmenhorst Schierbrok;27738;Delmenhorst;VB Delmenhorst Schierbrok;62222;GENODEF1GSC
28067257;Volksbank Lastrup;49686;Lastrup;Volksbank Lastrup;62604;GENODEF1LAP
28068218;Raiffeisenbank Butjadingen-Abbehausen;26963;Butjadingen;Raiffbk Butjadingen-Abbehsn;62606;GENODEF1BUT
28069052;Raiffeisenbank Strücklingen-Idafehn;26842;Ostrhauderfehn;Raiffbk Strückl.-Idafehn;62246;GENODEF1ORF
28069092;VR Bank Oldenburg Land West;26209;Hatten;VR Bank Oldenburg Land West;62259;GENODEF1HAT
28069109;Volksbank Emstek;49683;Emstek;Volksbank Emstek;62266;GENODEF1EMK
28069138;VR Bank Oldenburg Land West;26209;Hatten;VR Bank Oldenburg Land West;62282;GENODEF1VAG
28069381;Hümmlinger Volksbank;49757;Werlte;Hümmlinger Volksbank;62357;GENODEF1WLT
28069706;Volksbank Nordhümmling;26904;Börger;Volksbank Nordhümmling;62431;GENODEF1BOG
28069755;Raiffeisenbank Oldersum;26798;Moormerland;Raiffeisenbank Oldersum;62445;GENODEF1MLO
28069773;Raiffeisenbank Wiesedermeer-Wiesede-Marcardsm;26446;Friedeburg;Raiffbk Wiesederm-Wiesede-M;62455;GENODEF1WWM
28069878;Raiffeisenbank Ems-Vechte;49777;Klein Berßen;Raiffeisenbank Ems-Vechte;62495;GENODEF1KBL
28069926;Volksbank Niedergrafschaft;49843;Uelsen;VB Niedergrafschaft;62511;GENODEF1HOO
28069935;Raiffeisenbank Lorup;26900;Lorup;Raiffeisenbank Lorup;62518;GENODEF1LRU
28069956;Grafschafter Volksbank;48511;Nordhorn;Grafschafter Volksbank;62526;GENODEF1NEV
28069991;Volksbank Emstal;49759;Lathen;Volksbank Emstal;62539;GENODEF1LTH
28069994;Volksbank Süd-Emsland;48480;Spelle;Volksbank Süd-Emsland;62540;GENODEF1SPL
28070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26016;Oldenburg;DB PFK (Deutsche Bank PGK);21660;DEUTDEDB280
28070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26147;Bad Zwischenahn;DB PFK (Deutsche Bank PGK);21660;DEUTDEDB281
28070057;Deutsche Bank;26016;Oldenburg;Deutsche Bank Oldenburg;27660;DEUTDEHB280
28070057;Deutsche Bank;26147;Bad Zwischenahn;Deutsche Bank Bad Zwischena;27660;DEUTDEHB281
28090633;apoBank;26006;Oldenburg;apoBank Oldenburg;92157;DAAEDED1033
28220026;Oldenburgische Landesbank AG;26361;Wilhelmshaven;Oldb Ldbank Wilhelmshaven;25452;OLBODEH2XXX
28222208;Oldenburgische Landesbank AG;26436;Jever;Oldb Landesbank Jever;25453;OLBODEH2XXX
28222621;Oldenburgische Landesbank AG;26305;Varel;Oldb Landesbank Varel;25454;OLBODEH2XXX
28240023;Commerzbank;26353;Wilhelmshaven;Commerzbank Wilhelmshaven;24286;COBADEFFXXX
28250110;Sparkasse Wilhelmshaven;26363;Wilhelmshaven;Sparkasse Wilhelmshaven;52804;BRLADE21WHV
28252760;Kreissparkasse Wittmund;26409;Wittmund;Kr Spk Wittmund;52806;BRLADE21WTM
28262254;Volksbank Jever;26441;Jever;Volksbank Jever;62113;GENODEF1JEV
28262673;Raiffeisen-Volksbank Varel-Nordenham;26316;Varel;RVB Varel-Nordenham;62142;GENODEF1VAR
28270024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26382;Wilhelmshaven;DB PFK (Deutsche Bank PGK);21654;DEUTDEDB282
28270024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26437;Jever;DB PFK (Deutsche Bank PGK);21654;DEUTDEDB283
28270056;Deutsche Bank;26382;Wilhelmshaven;Deutsche Bank Wilhelmshaven;27654;DEUTDEHB282
28270056;Deutsche Bank;26437;Jever;Deutsche Bank Jever;27654;DEUTDEHB283
28280012;Commerzbank vormals Dresdner Bank;26352;Wilhelmshaven;Commerzbank Wilhelmshaven;28284;DRESDEFF282
28290063;Volksbank Wilhelmshaven;26382;Wilhelmshaven;Volksbank Wilhelmshaven;92027;GENODEF1WHV
28291551;Volksbank Esens;26422;Esens;VB Esens;92106;GENODEF1ESE
28320014;Oldenburgische Landesbank AG;26494;Norden;Oldb Landesbank Norden;25455;OLBODEH2XXX
28321816;Oldenburgische Landesbank AG;26536;Norderney;Oldb Landesbank Norderney;25456;OLBODEH2XXX
28350000;Sparkasse Aurich-Norden;26584;Aurich;Spk Aurich-Norden;52807;BRLADE21ANO
28361592;Raiffeisen-Volksbank Fresena;26506;Norden;Raiff-VB Fresena;62075;GENODEF1MAR
28420007;Oldenburgische Landesbank AG;26700;Emden;Oldb Landesbank Emden;25457;OLBODEH2XXX
28421030;Oldenburgische Landesbank AG;26585;Aurich;Oldb Landesbank Aurich;25458;OLBODEH2XXX
28440037;Commerzbank;26693;Emden;Commerzbank Emden;24281;COBADEFFXXX
28450000;Sparkasse Emden;26702;Emden;Sparkasse Emden;52808;BRLADE21EMD
28470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26693;Emden;DB PFK (Deutsche Bank PGK);21655;DEUTDEDB284
28470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26582;Aurich;DB PFK (Deutsche Bank PGK);21655;DEUTDEDB289
28470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26492;Norden;DB PFK (Deutsche Bank PGK);21655;DEUTDEDB286
28470024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26533;Norderney;DB PFK (Deutsche Bank PGK);21655;DEUTDEDB298
28470091;Deutsche Bank;26693;Emden;Deutsche Bank Emden;27655;DEUTDEHB284
28470091;Deutsche Bank;26582;Aurich;Deutsche Bank Aurich;27655;DEUTDEHB289
28470091;Deutsche Bank;26492;Norden;Deutsche Bank Norden;27655;DEUTDEHB286
28470091;Deutsche Bank;26533;Norderney;Deutsche Bank Norderney;27655;DEUTDEHB298
28520009;Oldenburgische Landesbank AG;26769;Leer (Ostfriesland);Oldb Landesbank Leer;25459;OLBODEH2XXX
28521518;Oldenburgische Landesbank AG;26855;Papenburg;Oldb Landesbank Papenburg;25460;OLBODEH2XXX
28540034;Commerzbank;26763;Leer (Ostfriesland);Commerzbank Leer Ostfriesld;24282;COBADEFFXXX
28550000;Sparkasse LeerWittmund;26766;Leer (Ostfriesland);Sparkasse LeerWittmund;52812;BRLADE21LER
28562297;Raiffeisen-Volksbank;26589;Aurich;RVB Aurich;62117;GENODEF1UPL
28562716;Raiffeisenbank Flachsmeer;26810;Westoverledingen;Raiffbk Flachsmeer Westover;62146;GENODEF1WEF
28562863;Raiffeisenbank Moormerland;26835;Holtland;Raiffeisenbank Moormerland;62154;GENODEF1HTL
28563749;Raiffeisenbank;26802;Moormerland;Raiffeisenbank Moormerland;62179;GENODEF1MML
28570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26763;Leer (Ostfriesland);DB PFK (Deutsche Bank PGK);21656;DEUTDEDB285
28570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26871;Papenburg;DB PFK (Deutsche Bank PGK);21656;DEUTDEDB287
28570024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);26819;Weener;DB PFK (Deutsche Bank PGK);21656;DEUTDEDB288
28570092;Deutsche Bank;26763;Leer (Ostfriesland);Deutsche Bank Leer;27656;DEUTDEHB285
28570092;Deutsche Bank;26871;Papenburg;Deutsche Bank Papenburg;27656;DEUTDEHB287
28570092;Deutsche Bank;26819;Weener;Deutsche Bank Weener;27656;DEUTDEHB288
28590075;Ostfriesische Volksbank Leer;26768;Leer (Ostfriesland);Ostfriesische VB Leer;92030;GENODEF1LER
28591579;Volksbank Papenburg Fil d. Ostfries. VB Leer;26858;Papenburg;Volksbank Papenburg;92108;GENODEF1PAP
28591654;Volksbank Westrhauderfehn;26817;Rhauderfehn;Volksbank Westrhauderfehn;92118;GENODEF1WRH
29000000;Bundesbank eh Bremen;30002;Hannover;BBk Hannover eh Bremen;20290;MARKDEF1290
29010400;Deutsche Schiffsbank;28062;Bremen;Deutsche Schiffsbank Bremen;;COBADEFFDSB
29020000;Bankhaus Neelmeyer;28195;Bremen;Bankhaus Neelmeyer Bremen;25325;NEELDE22XXX
29020100;Oldenburgische Landesbank;28195;Bremen;Oldb Landesbank Bremen;25130;BANVDEHBXXX
29020200;Greensill Bank;28028;Bremen;Greensill Bank Bremen;99018;NFHBDE21XXX
29030400;M.M. Warburg & Co (vormals Bankhaus Carl F. Plump & CO);20095;Hamburg;M.M. Warburg (Plump);26280;PLUMDE29XXX
29040060;Commerzbank CC;28195;Bremen;Commerzbank CC Bremen;;COBADEFFXXX
29040061;Commerzbank CC;28195;Bremen;Commerzbank CC Bremen;;COBADEFFXXX
29040090;Commerzbank;28079;Bremen;Commerzbank Bremen;24290;COBADEFFXXX
29050000;Norddeutsche Landesbank - Girozentrale -;28195;Bremen;Nord LB Bremen;52900;BRLADE22XXX
29050000;Norddeutsche Landesbank - Girozentrale -;26122;Oldenburg;Nord LB Oldenburg;52900;BRLADE22OLD
29050101;Sparkasse Bremen;28078;Bremen;Spk Bremen;52901;SBREDE22XXX
29070024;DB Privat- und Firmenkundenbank (Deutsche Bank PGK);28189;Bremen;DB PFK (Deutsche Bank PGK);21650;DEUTDEDBBRE
